Have,Generation,Allegiance,Year,Country/Region,Type,Name,Description,Repainted,Remolded
,G1,C,1986,Japan,Mini Car,Hub Cap,Yellow Porsche 924 (Or Porsche 944),Yes,Yes
,G1,A,1986,USA,Mini Car,Hub Cap,Yellow Porsche 924 (Or Porsche 944),Yes,Yes
,G1,A,1984,Europe,Mini Car,Huffer,Orange Tractor Cab,No,No
,G1,A,1984,USA,Mini Car,Huffer,Orange Tractor Cab,No,No
,G1,A,1985,Brazil,Mini Car,Jipe,,No,No
,G1,A,1985,Brazil,Mini Car,Jipe (Black),,Yes,No
,G1,A,1985,Brazil,Mini Car,Jipe (Blue),,Yes,No
,G1,A,1985,Brazil,Mini Car,Jipe (Brown),,Yes,No
,G1,A,1986,Europe,Mini Car,Outback,Brown Land Rover Defender 4 x 4,Yes,Yes
,G1,C,1986,Japan,Mini Car,Outback,Brown Land Rover Defender 4 x 4,Yes,Yes
,G1,A,1986,USA,Mini Car,Outback,Brown Land Rover Defender 4 x 4,Yes,Yes
,G1,A,1985,Brazil,Mini Car,Pick-Up,,No,No
,G1,A,1985,Brazil,Mini Car,Pick-Up (Black),,Yes,No
,G1,A,1985,Brazil,Mini Car,Pick-Up (Green),,Yes,No
,G1,A,1985,Brazil,Mini Car,Pick-Up (Orange),,Yes,No
,G1,A,1986,Europe,Mini Car,Pipes,Blue Trailer Cab,Yes,Yes
,G1,C,1986,Japan,Mini Car,Pipes,Blue Trailer Cab,Yes,Yes
,G1,A,1986,USA,Mini Car,Pipes,Blue Trailer Cab,Yes,Yes
,G1,A,1985,Europe,Mini Car,Powerglide,Red A-10 Thunderbolt II Airplane,No,No
,G1,A,1985,USA,Mini Car,Powerglide,Red A-10 Thunderbolt II Airplane,No,No
,G1,A,1985,Europe,Mini Car,Seaspray,Blue/White/Yellow Hovercraft,No,No
,G1,A,1992,Europe,Mini Car,Seaspray,Metallic Blue/White/Yellow Hovercraft,Yes,No
,G1,C,1986,Japan,Mini Car,Seaspray,Blue/White/Yellow Hovercraft,No,No
,G1,A,1985,USA,Mini Car,Seaspray,Blue/White/Yellow Hovercraft,No,No
,G1,A,1985,Brazil,Mini Car,Sedan,,No,No
,G1,A,1985,Brazil,Mini Car,Sedan (Blue),,Yes,No
,G1,A,1985,Brazil,Mini Car,Sedan (Green),,Yes,No
,G1,A,1985,Brazil,Mini Car,Sedan (White),,Yes,No
,G1,A,1986,Europe,Mini Car,Swerve,Red/White 4WD Off-Road Truck,Yes,Yes
,G1,A,1986,USA,Mini Car,Swerve,Red/White 4WD Off-Road Truck,Yes,Yes
,G1,A,1986,Europe,Mini Car,Tailgate,White Modified Trans Am,Yes,Yes
,G1,C,1986,Japan,Mini Car,Tailgate,White Modified Trans Am,Yes,Yes
,G1,A,1986,USA,Mini Car,Tailgate,White Modified Trans Am,Yes,Yes
,G1,A,1985,Brazil,Mini Car,Volks,,No,No
,G1,A,1985,Brazil,Mini Car,Volks (Orange),,Yes,No
,G1,A,1985,Brazil,Mini Car,Volks (Red),,Yes,No
,G1,A,1985,Brazil,Mini Car,Volks (Silver),,Yes,No
,G1,A,1985,Europe,Mini Car,Warpath,Red Sheridan Tank,No,No
,G1,C,1985,Japan,Mini Car,Warpath,Red Sheridan Tank,No,No
,G1,A,1985,USA,Mini Car,Warpath,Red Sheridan Tank,No,No
,G1,C,1986,Japan,Mini Car,Wave,Red/White 4WD Off-Road Truck,Yes,Yes
,G1,A,1986,Europe,Mini Car,Wheelie,Orange Futuristic Car,No,No
,G1,C,1986,Japan,Mini Car,Wheelie,Orange Futuristic Car,No,No
,G1,A,1986,USA,Mini Car,Wheelie,Orange Futuristic Car,No,No
,G1,A,1984,Europe,Mini Car,Windcharger,Red Trans Am,No,No
,G1,A,1984,USA,Mini Car,Windcharger,Red Trans Am,No,No
,G1,A,2002,USA,Mini Car Key Chain,Glyph,Blue Volkeswagen Beetle,Yes,Yes
,G1,A,2002,Europe,Mini Car Key Chain,Rook,Grey/Blue sports car,Yes,Yes
,G1,A,2002,USA,Mini Car Key Chain,Tap-Out,Turquoise Toyota (Or Porsche 924 Turbo),Yes,Yes
,G1,A,1985,Europe,Mini Spy,Dune Buggy (Blue),Blue Dune Buggy,No,No
,G1,D,1985,Europe,Mini Spy,Dune Buggy (Blue),Blue Dune Buggy,No,No
,G1,A,1985,USA,Mini Spy,Dune Buggy (Blue),Blue Dune Buggy,No,No
,G1,D,1985,USA,Mini Spy,Dune Buggy (Blue),Blue Dune Buggy,No,No
,G1,A,1985,Europe,Mini Spy,Dune Buggy (White),White Dune Buggy,No,No
,G1,D,1985,Europe,Mini Spy,Dune Buggy (White),White Dune Buggy,No,No
,G1,A,1985,USA,Mini Spy,Dune Buggy (White),White Dune Buggy,No,No
,G1,D,1985,USA,Mini Spy,Dune Buggy (White),White Dune Buggy,No,No
,G1,A,1985,Europe,Mini Spy,Dune Buggy (Yellow),Yellow Dune Buggy,No,No
,G1,D,1985,Europe,Mini Spy,Dune Buggy (Yellow),Yellow Dune Buggy,No,No
,G1,A,1985,USA,Mini Spy,Dune Buggy (Yellow),Yellow Dune Buggy,No,No
,G1,D,1985,USA,Mini Spy,Dune Buggy (Yellow),Yellow Dune Buggy,No,No
,G1,A,1985,Europe,Mini Spy,Jeep (Blue),Blue Jeep,No,No
,G1,D,1985,Europe,Mini Spy,Jeep (Blue),Blue Jeep,No,No
,G1,A,1985,USA,Mini Spy,Jeep (Blue),Blue Jeep,No,No
,G1,D,1985,USA,Mini Spy,Jeep (Blue),Blue Jeep,No,No
,G1,A,1985,Europe,Mini Spy,Jeep (White),White Jeep,No,No
,G1,D,1985,Europe,Mini Spy,Jeep (White),White Jeep,No,No
,G1,A,1985,USA,Mini Spy,Jeep (White),White Jeep,No,No
,G1,D,1985,USA,Mini Spy,Jeep (White),White Jeep,No,No
,G1,A,1985,Europe,Mini Spy,Jeep (Yellow),Yellow Jeep,No,No
,G1,D,1985,Europe,Mini Spy,Jeep (Yellow),Yellow Jeep,No,No
,G1,A,1985,USA,Mini Spy,Jeep (Yellow),Yellow Jeep,No,No
,G1,D,1985,USA,Mini Spy,Jeep (Yellow),Yellow Jeep,No,No
,G1,A,1985,Europe,Mini Spy,Mazda (Blue),Blue Mazda FX-1,No,No
,G1,D,1985,Europe,Mini Spy,Mazda (Blue),Blue Mazda FX-1,No,No
,G1,A,1985,USA,Mini Spy,Mazda (Blue),Blue Mazda FX-1,No,No
,G1,D,1985,USA,Mini Spy,Mazda (Blue),Blue Mazda FX-1,No,No
,G1,A,1985,Europe,Mini Spy,Mazda (White),White Mazda FX-1,No,No
,G1,D,1985,Europe,Mini Spy,Mazda (White),White Mazda FX-1,No,No
,G1,A,1985,USA,Mini Spy,Mazda (White),White Mazda FX-1,No,No
,G1,D,1985,USA,Mini Spy,Mazda (White),White Mazda FX-1,No,No
,G1,A,1985,Europe,Mini Spy,Mazda (Yellow),Yellow Mazda FX-1,No,No
,G1,D,1985,Europe,Mini Spy,Mazda (Yellow),Yellow Mazda FX-1,No,No
,G1,A,1985,USA,Mini Spy,Mazda (Yellow),Yellow Mazda FX-1,No,No
,G1,D,1985,USA,Mini Spy,Mazda (Yellow),Yellow Mazda FX-1,No,No
,G1,A,1985,Europe,Mini Spy,Porche (Blue),Blue Porsche,No,No
,G1,D,1985,Europe,Mini Spy,Porche (Blue),Blue Porsche,No,No
,G1,A,1985,USA,Mini Spy,Porche (Blue),Blue Porsche,No,No
,G1,D,1985,USA,Mini Spy,Porche (Blue),Blue Porsche,No,No
,G1,A,1985,Europe,Mini Spy,Porche (White),White Porsche,No,No
,G1,D,1985,Europe,Mini Spy,Porche (White),White Porsche,No,No
,G1,A,1985,USA,Mini Spy,Porche (White),White Porsche,No,No
,G1,D,1985,USA,Mini Spy,Porche (White),White Porsche,No,No
,G1,A,1985,Europe,Mini Spy,Porche (Yellow),Yellow Porsche,No,No
,G1,D,1985,Europe,Mini Spy,Porche (Yellow),Yellow Porsche,No,No
,G1,A,1985,USA,Mini Spy,Porche (Yellow),Yellow Porsche,No,No
,G1,D,1985,USA,Mini Spy,Porche (Yellow),Yellow Porsche,No,No
,G1,D,1988,Japan,Misc,Browning,Silver Browning M1910 Pistol,No,No
,G1,C,1987,Japan,Monsterbot,Doublecross,Grey/Red/White Two-Headed Dragon,No,No
,G1,A,1987,USA,Monsterbot,Doublecross,Grey/Red/White Two-Headed Dragon,No,No
,G1,C,1987,Japan,Monsterbot,Grotus,Red/Grey/White/Blue Sabretooth Tiger,No,No
,G1,A,1987,USA,Monsterbot,Grotusque,Red/Grey/White/Blue Sabretooth Tiger,No,No
,G1,C,1987,Japan,Monsterbot,Repug,Yellow/Red/White Humanoid Insect Monster,No,No
,G1,A,1987,USA,Monsterbot,Repugnas,Yellow/Red/White Humanoid Insect Monster,No,No
,G1,A,1991,Europe,Motovator,Flame,Yellow Lamborghini Countach,No,No
,G1,A,1991,Europe,Motovator,Gripper,Black Dune Buggy,No,No
,G1,A,1991,Europe,Motovator,Lightspeed,Red Ferrari F-40,No,No
,G1,A,1991,Europe,Motovator Partner,Figure,Energon Operator,No,No
,G1,A,1991,Europe,Motovator Partner,Figure,Energon Operator,No,No
,G1,A,1991,Europe,Motovator Partner,Figure,Energon Operator,No,No
,G1,C,1989,Japan,Multiforce,Dash,Red Car,No,No
,G1,C,1989,Japan,Multiforce,Mach,White Space Shuttle,No,No
,G1,C,1989,Japan,Multiforce,Tacker,Green Halftrack,No,No
,G1,C,1989,Japan,Multiforce,Tackle,Red/Blue Truck,No,No
,G1,C,1989,Japan,Multiforce,Waver,Red/White Hydrofoil,No,No
,G1,C,1989,Japan,Multiforce,Wing,Grey Jet,No,No
,G1,A,1984,Europe,Omnibot,Camshaft,Grey Mazda Savannah RX-7,No,No
,G1,C,1985,Japan,Omnibot,Camshaft,Grey Mazda Savannah RX-7,No,No
,G1,A,1984,USA,Omnibot,Camshaft,Grey Mazda Savannah RX-7,No,No
,G1,A,1984,Europe,Omnibot,Downshift,White Toyota Celica XX,No,No
,G1,C,1985,Japan,Omnibot,Downshift,White Toyota Celica XX,No,No
,G1,A,1984,USA,Omnibot,Downshift,White Toyota Celica XX,No,No
,G1,A,1984,Europe,Omnibot,Overdrive,Red Ferrari 305,No,No
,G1,C,1985,Japan,Omnibot,Overdrive,Red Ferrari 305,No,No
,G1,A,1984,USA,Omnibot,Overdrive,Red Ferrari 305,No,No
,G1,A,1985,Europe,Powerdasher,Car,Silver/Blue/Red Rocket Car,No,No
,G1,A,1985,USA,Powerdasher,Car,Silver/Blue/Red Rocket Car,No,No
,G1,A,1985,Europe,Powerdasher,Drill,Silver/Black/Yellow Drill Tank,No,No
,G1,A,1985,USA,Powerdasher,Drill,Silver/Black/Yellow Drill Tank,No,No
,G1,A,1985,Europe,Powerdasher,Jet,Silver/Black/Red Jet,No,No
,G1,A,1985,USA,Powerdasher,Jet,Silver/Black/Red Jet,No,No
,G1,C,1990,Japan,Powered Master,Dai Atlas,Blue/Black/Orange/White Winged Base/Futuristic Jet/Drill Tank,No,No
,G1,C,1990,Japan,Powered Master,Road Fire,Red/White/Black Tank,No,No
,G1,C,1990,Japan,Powered Master,Sonic Bomber,Black/White Jet,No,No
,G1,D,1988,Europe,Powermaster,Darkwing,Grey Panavia Tornado S.2 Jet,No,No
,G1,D,1988,USA,Powermaster,Darkwing,Grey Panavia Tornado S.2 Jet,No,No
,G1,D,1988,Europe,Powermaster,Dreadwind,White F-16 Jet,No,No
,G1,D,1988,USA,Powermaster,Dreadwind,White F-16 Jet,No,No
,G1,A,1988,Europe,Powermaster,Getaway,White/Red/Black Mazda RX-7,No,No
,G1,A,1988,USA,Powermaster,Getaway,White/Red/Black Mazda RX-7,No,No
,G1,A,1988,Europe,Powermaster,Joyride,Green/Red/White Dune Buggy,No,No
,G1,A,1988,USA,Powermaster,Joyride,Green/Red/White Dune Buggy,No,No
,G1,A,1988,Europe,Powermaster,Slapdash,Yellow/Blue/Grey F-1 Racer,No,No
,G1,A,1988,USA,Powermaster,Slapdash,Yellow/Blue/Grey F-1 Racer,No,No
,G1,A,1988,Europe,Powermaster Leader,Optimus Prime,Red Tractor Cab,No,No
,G1,A,1988,USA,Powermaster Leader,Optimus Prime,Red Tractor Cab,No,No
,G1,D,1991,Europe,Powermaster Leader,Overlord,Black/Blue/White/Purple SR-71 Blackbird And M1 Abrams Main Battle Tank,No,No
,G1,A,1988,Europe,Powermaster Mercenary,Doubledealer,Green/Purple Eagle/Missile Launcher,No,No
,G1,A,1988,USA,Powermaster Mercenary,Doubledealer,Green/Purple Eagle/Missile Launcher,No,No
,G1,A,1988,Europe,Powermaster Partner,Hi-Q,Powermaster Figure,No,No
,G1,A,1988,USA,Powermaster Partner,Hi-Q,Powermaster Figure,No,No
,G1,D,1988,Europe,Powermaster Partner,Hi-Test,Powermaster Figure,No,No
,G1,D,1988,USA,Powermaster Partner,Hi-Test,Powermaster Figure,No,No
,G1,A,1988,Europe,Powermaster Partner,Hotwire,Powermaster Figure,No,No
,G1,A,1988,USA,Powermaster Partner,Hotwire,Powermaster Figure,No,No
,G1,A,1988,Europe,Powermaster Partner,Knok,Powermaster Figure,No,No
,G1,A,1988,USA,Powermaster Partner,Knok,Powermaster Figure,No,No
,G1,A,1988,Europe,Powermaster Partner,Lube,Powermaster Figure,No,No
,G1,A,1988,USA,Powermaster Partner,Lube,Powermaster Figure,No,No
,G1,D,1991,Europe,Powermaster Partner,Powermaster Figure,Blue/White Energon Operator (For M1 Abrams Tank),No,No
,G1,D,1991,Europe,Powermaster Partner,Powermaster Figure,Blue/Black Energon Operator (For SR-71 Blackbird),No,No
,G1,A,1988,Europe,Powermaster Partner,Rev,Powermaster Figure,No,No
,G1,A,1988,USA,Powermaster Partner,Rev,Powermaster Figure,No,No
,G1,A,1988,Europe,Powermaster Partner,Skar,Powermaster Figure,No,No
,G1,A,1988,USA,Powermaster Partner,Skar,Powermaster Figure,No,No
,G1,D,1988,Europe,Powermaster Partner,Throttle,Powermaster Figure,No,No
,G1,D,1988,USA,Powermaster Partner,Throttle,Powermaster Figure,No,No
,G1,D,1986,Europe,Predacon,Divebomb,Black/Orange Hawk,No,No
,G1,D,1986,Japan,Predacon,Divebomb,Black/Orange Hawk,No,No
,G1,D,1986,USA,Predacon,Divebomb,Black/Orange Hawk,No,No
,G1,D,1986,Europe,Predacon,Headstrong,Red/Orange Rhinocerous,No,No
,G1,D,1986,Japan,Predacon,Headstrong,Red/Orange Rhinocerous,No,No
,G1,D,1986,USA,Predacon,Headstrong,Red/Orange Rhinocerous,No,No
,G1,D,1986,Europe,Predacon,Rampage,Red/Orange Tiger,No,No
,G1,D,1986,Japan,Predacon,Rampage,Red/Orange Tiger,No,No
,G1,D,1986,USA,Predacon,Rampage,Red/Orange Tiger,No,No
,G1,D,1986,Europe,Predacon,Razorclaw,Black/Yellow Lion,No,No
,G1,D,1986,Japan,Predacon,Razorclaw,Black/Yellow Lion,No,No
,G1,D,1986,USA,Predacon,Razorclaw,Black/Yellow Lion,No,No
,G1,D,1986,Europe,Predacon,Tantrum,Red/Orange Bull,No,No
,G1,D,1986,Japan,Predacon,Tantrum,Red/Orange Bull,No,No
,G1,D,1986,USA,Predacon,Tantrum,Red/Orange Bull,No,No
,G1,D,1993,Japan,Predator,Darkjet,Purple YF-23 Black Widow Jet,No,No
,G1,D,1992,Europe,Predator,Falcon,Grey/Light Blue F-177A Stealth Fighter,No,No
,G1,D,1993,Japan,Predator,Flarejet,Red/Black Grumman X-29,No,No
,G1,D,1993,Japan,Predator,Moonjet,Blue/Black F-15 Eagle,No,No
,G1,D,1993,Japan,Predator,Shadowjet,Grey/Light Blue F-177A Stealth Fighter,No,No
,G1,D,1992,Europe,Predator,Skydive,Purple YF-23 Black Widow Jet,No,No
,G1,D,1992,Europe,Predator,Skyquake,Green Bomber,No,No
,G1,D,1992,Japan,Predator,Skyquake,Green Bomber,No,No
,G1,D,1992,Europe,Predator,Snare,Red/Black Grumman X-29,No,No
,G1,D,1992,Europe,Predator,Stalker,Blue/Pink Missile Carrier,No,No
,G1,D,1992,Europe,Predator,Talon,Blue/Black F-15 Eagle,No,No
,G1,D,1988,Japan,Pretender,Blood,Blue Futuristic Jet (Bat Monster),No,No
,G1,D,1988,Europe,Pretender,Bomb-Burst,Blue Futuristic Jet (Bat Monster),No,No
,G1,D,1988,USA,Pretender,Bomb-Burst,Blue Futuristic Jet (Bat Monster),No,No
,G1,D,1988,Europe,Pretender,Bugly,Purple Futuristic Jet (Insect Monster),No,No
,G1,D,1988,USA,Pretender,Bugly,Purple Futuristic Jet (Insect Monster),No,No
,G1,A,1988,Europe,Pretender,Cloudburst,Red/Black Jet (Red/Blue/Grey Human),No,No
,G1,A,1988,USA,Pretender,Cloudburst,Red/Black Jet (Red/Blue/Grey Human),No,No
,G1,C,1988,Japan,Pretender,Diver,Black/Grey Hovercraft/Submersible (Black/Grey/Red Human),No,No
,G1,D,1988,Europe,Pretender,Finback,Grey Hovership (Fish Monster),No,No
,G1,D,1988,USA,Pretender,Finback,Grey Hovership (Fish Monster),No,No
,G1,D,1988,Japan,Pretender,Gilmer,Purple Submarine (Fish Monster),No,No
,G1,A,1988,Europe,Pretender,Groundbreaker,Grey/Black Futuristic Car (Grey/Orange Human),No,No
,G1,A,1988,USA,Pretender,Groundbreaker,Grey/Black Futuristic Car (Grey/Orange Human),No,No
,G1,D,1988,Europe,Pretender,Iguanus,Blue Hoverbike (Iguana Monster),No,No
,G1,D,1988,USA,Pretender,Iguanus,Blue Hoverbike (Iguana Monster),No,No
,G1,C,1988,Japan,Pretender,Lander,Yellow Mine Sweeper (Grey/Yellow/Red Human),No,No
,G1,A,1988,Europe,Pretender,Landmine,Grey/Red Mine Sweeper (Grey/Yellow/Red Human),No,No
,G1,A,1988,USA,Pretender,Landmine,Grey/Red Mine Sweeper (Grey/Yellow/Red Human),No,No
,G1,C,1988,Japan,Pretender,Metalhawk,Gold/Blue/Red Jet (Human),No,No
,G1,C,1988,Japan,Pretender,Pheonix,Red/Black Jet (Red/Blue/Grey Human),No,No
,G1,D,1988,Europe,Pretender,Skullgrin,Purple Drill (Bull Monster),No,No
,G1,D,1988,USA,Pretender,Skullgrin,Purple Drill (Bull Monster),No,No
,G1,A,1988,Europe,Pretender,Sky High,Red/Grey/Blue Helicopter (Red/Grey/Black Human),No,No
,G1,A,1988,USA,Pretender,Sky High,Red/Grey/Blue Helicopter (Red/Grey/Black Human),No,No
,G1,A,1988,Europe,Pretender,Splashdown,Red/Grey Hovership (Blue/Grey Human),No,No
,G1,A,1988,USA,Pretender,Splashdown,Red/Grey Hovership (Blue/Grey Human),No,No
,G1,D,1988,Europe,Pretender,Submarauder,Purple Submarine (Fish Monster),No,No
,G1,D,1988,USA,Pretender,Submarauder,Purple Submarine (Fish Monster),No,No
,G1,D,1988,Japan,Pretender,Taurus,Purple Tank (Bull Monster),No,No
,G1,A,1988,Europe,Pretender,Waverider,Black/Grey Hovercraft/Submersible (Black/Grey/Red Human),No,No
,G1,A,1988,USA,Pretender,Waverider,Black/Grey Hovercraft/Submersible (Black/Grey/Red Human),No,No
,G1,D,1988,Europe,Pretender Beast,Carnivac,Purple Wolf (Timber Wolf),No,No
,G1,D,1988,USA,Pretender Beast,Carnivac,Purple Wolf (Timber Wolf),No,No
,G1,A,1988,Europe,Pretender Beast,Catilla,Grey Sabretooth Tiger (Sabretooth Tiger),No,No
,G1,A,1988,USA,Pretender Beast,Catilla,Grey Sabretooth Tiger (Sabretooth Tiger),No,No
,G1,A,1988,Europe,Pretender Beast,Chainclaw,Grey/Yellow Grizzly Bear (Grizzly Bear),No,No
,G1,A,1988,USA,Pretender Beast,Chainclaw,Grey/Yellow Grizzly Bear (Grizzly Bear),No,No
,G1,D,1988,Europe,Pretender Beast,Snarler,Gold Boar (Boar),No,No
,G1,D,1988,USA,Pretender Beast,Snarler,Gold Boar (Boar),No,No
,G1,A,1989,Europe,Pretender Classic,Bumblebee,Yellow Volkeswagen Beetle (Yellow/Red/White Human),No,No
,G1,A,1989,USA,Pretender Classic,Bumblebee,Yellow Volkeswagen Beetle (Yellow/Red/White Human),No,No
,G1,A,1989,Europe,Pretender Classic,Grimlock,Grey Tyrannasaurus Rex (White/Black/Red/Blue Human),No,No
,G1,A,1989,USA,Pretender Classic,Grimlock,Grey Tyrannasaurus Rex (White/Black/Red/Blue Human),No,No
,G1,A,1989,Europe,Pretender Classic,Jazz,White Porsche 926 (White/Blue Human),No,No
,G1,A,1989,USA,Pretender Classic,Jazz,White Porsche 926 (White/Blue Human),No,No
,G1,D,1989,Europe,Pretender Classic,Starscream,Grey F-15 Fighter Jet (Aqua/Black/White Human),No,No
,G1,D,1989,USA,Pretender Classic,Starscream,Grey F-15 Fighter Jet (Aqua/Black/White Human),No,No
,G1,D,1989,Europe,Pretender Figure,Bludgeon,Red/Green Tank (Orange/Brown Skeletal Figure),No,No
,G1,D,1989,USA,Pretender Figure,Bludgeon,Red/Green Tank (Orange/Brown Skeletal Figure),No,No
,G1,A,1989,Europe,Pretender Figure,Doubleheader,Red/Black Futuristic Jet (Blue/Grey/Green Two-Headed Human),No,No
,G1,A,1989,USA,Pretender Figure,Doubleheader,Red/Black Futuristic Jet (Blue/Grey/Green Two-Headed Human),No,No
,G1,A,1989,Europe,Pretender Figure,Longtooth,Red/Blue Truck (Yellow/Grey/Brown Walrus Creature),No,No
,G1,A,1989,USA,Pretender Figure,Longtooth,Red/Blue Truck (Yellow/Grey/Brown Walrus Creature),No,No
,G1,D,1989,Europe,Pretender Figure,Octopunch,Orange Crab (Purple/Yellow/Green Octopus Creature),No,No
,G1,D,1989,USA,Pretender Figure,Octopunch,Orange Crab (Purple/Yellow/Green Octopus Creature),No,No
,G1,A,1989,Europe,Pretender Figure,Pincher,Red/Blue Scorpion (Yellow/Grey Human),No,No
,G1,A,1989,USA,Pretender Figure,Pincher,Red/Blue Scorpion (Yellow/Grey Human),No,No
,G1,D,1989,Europe,Pretender Figure,Stranglehold,Orange/Green Rhino (Brown/Tan/Red Human),No,No
,G1,D,1989,USA,Pretender Figure,Stranglehold,Orange/Green Rhino (Brown/Tan/Red Human),No,No
,G1,A,1989,Europe,Pretender Mega,Crossblades,Orange Futuristic Dragster (Green Helicopter),No,No
,G1,A,1989,USA,Pretender Mega,Crossblades,Orange Futuristic Dragster (Green Helicopter),No,No
,G1,D,1989,Europe,Pretender Mega,Thunderwing,Grey/Blue Futuristic Jet (Blue/Grey/Purple/Gold Futuristic Jet),No,No
,G1,D,1989,USA,Pretender Mega,Thunderwing,Grey/Blue Futuristic Jet (Blue/Grey/Purple/Gold Futuristic Jet),No,No
,G1,A,1989,Europe,Pretender Mega,Vroom,Red Futuristic Car (Red/White Motorcycle),No,No
,G1,A,1989,USA,Pretender Mega,Vroom,Red Futuristic Car (Red/White Motorcycle),No,No
,G1,D,1990,Europe,Pretender Monster,Birdbrain,Purple/Black Monster (Orange/Black Bird Monster),No,No
,G1,D,1989,USA,Pretender Monster,Birdbrain,Purple/Black Monster (Orange/Black Bird Monster),No,No
,G1,D,1990,Europe,Pretender Monster,Bristleback,Gold/Green Monster (Green/Yellow Monster),No,No
,G1,D,1989,USA,Pretender Monster,Bristleback,Gold/Green Monster (Green/Yellow Monster),No,No
,G1,D,1990,Europe,Pretender Monster,Icepick,Green/Red Monster (Orange/Blue Monster),No,No
,G1,D,1989,USA,Pretender Monster,Icepick,Green/Red Monster (Orange/Blue Monster),No,No
,G1,D,1990,Europe,Pretender Monster,Scowl,Yellow/Purple Monster (Yellow/Red Monster),No,No
,G1,D,1989,USA,Pretender Monster,Scowl,Yellow/Purple Monster (Yellow/Red Monster),No,No
,G1,D,1990,Europe,Pretender Monster,Slog,Gold/Black Monster (Blue/Grey Monster),No,No
,G1,D,1989,USA,Pretender Monster,Slog,Gold/Black Monster (Blue/Grey Monster),No,No
,G1,D,1990,Europe,Pretender Monster,Wildfly,Red/Yellow Monster (Yellow/Purple Monster),No,No
,G1,D,1989,USA,Pretender Monster,Wildfly,Red/Yellow Monster (Yellow/Purple Monster),No,No
,G1,D,1989,Europe,Pretender Ultra,Roadblock,Gold/Purple Futuristic Tank (Outer - Green/Grey Futuristic Tank) (Inner - Gold/Purple/Black Futuristic Airship),No,No
,G1,D,1989,USA,Pretender Ultra,Roadblock,Gold/Purple Futuristic Tank (Outer - Green/Grey Futuristic Tank) (Inner - Gold/Purple/Black Futuristic Airship),No,No
,G1,A,1989,Europe,Pretender Ultra,Skyhammer,Blue Futuristic Car (Outer - Grey/Red VTOL Jet) (Inner - Red/Gold Human/Futuristic Jet),No,No
,G1,A,1989,USA,Pretender Ultra,Skyhammer,Blue Futuristic Car (Outer - Grey/Red VTOL Jet) (Inner - Red/Gold Human/Futuristic Jet),No,No
,G1,A,1988,Europe,Pretender Vehicle,Gunrunner,Green/Orange Futuristic Jet (Red/Orange Car),No,No
,G1,A,1988,USA,Pretender Vehicle,Gunrunner,Green/Orange Futuristic Jet (Red/Orange Car),No,No
,G1,D,1988,Europe,Pretender Vehicle,Roadgrabber,Blue Futuristic Jet (Car),No,No
,G1,D,1988,USA,Pretender Vehicle,Roadgrabber,Blue Futuristic Jet (Car),No,No
,G1,A,1986,Europe,Protectobot,Blades,White Super Huey Helicopter,No,No
,G1,A,1986,USA,Protectobot,Blades,White Super Huey Helicopter,No,No
,G1,C,1986,Japan,Protectobot,Blaze,White Super Huey Helicopter,No,No
,G1,A,1986,Europe,Protectobot,First Aid,"White Toyota ""Window Van"" Ambulance",No,No
,G1,C,1986,Japan,Protectobot,First Aid,"White Toyota ""Window Van"" Ambulance",No,No
,G1,A,1986,USA,Protectobot,First Aid,"White Toyota ""Window Van"" Ambulance",No,No
,G1,A,1986,Europe,Protectobot,Groove,White Honda Goldwing Motorcycle,No,No
,G1,C,1986,Japan,Protectobot,Groove,White Honda Goldwing Motorcycle,No,No
,G1,A,1986,USA,Protectobot,Groove,White Honda Goldwing Motorcycle,No,No
,G1,A,1986,Europe,Protectobot,Hot Spot,Blue Fire Engine,No,No
,G1,C,1986,Japan,Protectobot,Hot Spot,Blue Fire Engine,No,No
,G1,A,1986,USA,Protectobot,Hot Spot,Blue Fire Engine,No,No
,G1,A,1986,Europe,Protectobot,Streetwise,White Nissan 300 ZX Police Car,No,No
,G1,C,1986,Japan,Protectobot,Streetwise,White Nissan 300 ZX Police Car,No,No
,G1,A,1986,USA,Protectobot,Streetwise,White Nissan 300 ZX Police Car,No,No
,G1,D,1992,Europe,Rescue Force,Drilltank,Yellow Drill Tank,Yes,No
,G1,D,1992,Europe,Rescue Force,Dune Buggy,Blue Dune Buggy,Yes,No
,G1,D,1992,Europe,Rescue Force,Grapple-Claw Tank,Blue Grapple-Claw Tank,Yes,No
,G1,D,1992,Europe,Rescue Force,Jet,White/Red Jet,Yes,No
,G1,A,1985,Europe,Scientist,Percepter,Red Microscope,No,No
,G1,A,1985,USA,Scientist,Percepter,Red Microscope,No,No
,G1,C,1985,Japan,Scientist,Perceptor,Red Microscope,No,No
,G1,D,1988,Japan,Seacon,Gulk,Green/Pink/Purple Coelacanth,No,No
,G1,D,1988,Japan,Seacon,Kraken,Green/Grey/Black Manta Ray,No,No
,G1,D,1988,Japan,Seacon,Lobclaw,Green/Grey/Black Lobster,No,No
,G1,D,1988,Europe,Seacon,Nautilator,Green/Grey/Black Lobster,No,No
,G1,D,1988,USA,Seacon,Nautilator,Green/Grey/Black Lobster,No,No
,G1,D,1988,Europe,Seacon,Overbite,Green/Pink/Purple Shark,No,No
,G1,D,1988,Japan,Seacon,Overbite,Green/Pink/Purple Shark,No,No
,G1,D,1988,USA,Seacon,Overbite,Green/Pink/Purple Shark,No,No
